Depth,Reeval_level,Time(s),Preeval
3,2,34.11277345381677,3
3,2,29.16450734809041,3
3,2,38.50957109220326,3
3,2,45.660589158535004,3
3,2,60.2449977658689,3
3,2,17.17936234548688,3
3,2,40.50596187077463,3
3,2,13.142333606258035,3
3,2,29.93048394098878,3
3,2,51.49272791482508,3
3,2,41.91503684781492,3
3,2,23.36766754463315,3
3,2,35.784135330468416,3
3,2,30.083248518407345,3
3,2,39.47983033582568,3
3,2,27.43091624416411,3
3,2,20.90878090262413,3
3,2,31.07887228578329,3
3,2,66.42308988980949,3
3,2,48.97934091091156,3
3,2,52.81112205795944,3
3,2,64.51791464164853,3
3,2,38.12199515290558,3
3,2,50.14930824562907,3
3,2,25.406158892437816,3
3,2,37.27996842190623,3
3,2,30.92345537059009,3
3,2,38.68680861033499,3
3,2,50.797361608594656,3
3,2,38.271761959418654,3
3,2,28.81744467280805,3
3,2,33.32354514114559,3
3,2,27.78785566985607,3
3,2,27.12562195211649,3
3,2,30.221777072176337,3
3,2,64.19829838350415,3
3,2,12.80801085010171,3
3,2,26.211921766400337,3
3,2,29.428776141256094,3
3,2,29.35288349352777,3
3,2,106.15524819865823,3
3,2,34.08432723581791,3
3,2,17.26737792417407,3
3,2,33.9965279661119,3
3,2,26.676317954435945,3
3,2,23.0614270363003,3
3,2,36.92881901189685,3
3,2,24.280374428257346,3
3,2,21.05035841278732,3
3,2,26.06918813288212,3
3,2,64.26325697638094,3
3,2,18.991564815863967,3
3,2,13.293219290673733,3
3,2,83.0615066178143,3
3,2,29.01174969226122,3
3,2,43.18246932514012,3
3,2,27.508759202435613,3
3,2,70.71118357591331,3
3,2,61.67457507736981,3
3,2,37.855496149510145,3
3,2,26.94580452889204,3
3,2,12.818739730864763,3
3,2,49.06245758011937,3
3,2,26.26676177792251,3
3,2,39.42823910526931,3
3,2,47.13804795593023,3
3,2,8.817450646311045,3
3,2,60.90904578007758,3
3,2,63.97967462800443,3
3,2,31.466454965993762,3
3,2,36.64567856863141,3
3,2,73.23059298284352,3
3,2,43.848660219460726,3
3,2,45.345721581950784,3
3,2,49.57842178083956,3
