Depth,Reeval_level,N_best,percentage,percentage_epsilon,Time(s),Preeval
2,1,7,,,1.1533898916095495,3
2,1,7,,,1.16755872964859,3
2,1,7,,,0.9147700686007738,3
2,1,7,,,0.9256619866937399,3
2,1,7,,,1.1498273685574532,3
2,1,7,,,0.9416774958372116,3
2,1,7,,,0.8963682428002357,3
2,1,7,,,1.1263851895928383,3
2,1,7,,,0.9404218010604382,3
2,1,7,,,1.024731194600463,3
2,1,7,,,0.9395861979573965,3
2,1,7,,,0.9453270398080349,3
2,1,7,,,1.1206729002296925,3
2,1,7,,,0.9386216104030609,3
2,1,7,,,0.9188107550144196,3
2,1,7,,,1.0054472461342812,3
2,1,7,,,0.9325931277126074,3
2,1,7,,,1.4604171141982079,3
2,1,7,,,0.9526439942419529,3
2,1,7,,,0.9141293559223413,3
2,1,7,,,1.4157253298908472,3
2,1,7,,,1.0352195594459772,3
2,1,7,,,1.7628329060971737,3
2,1,8,,,3.1749780792742968,3
2,1,8,,,1.8562005646526814,3
2,1,8,,,1.8573467917740345,3
2,1,8,,,1.6518544591963291,3
2,1,8,,,1.514568854123354,3
2,1,8,,,1.8526339959353209,3
2,1,8,,,1.8452227730304003,3
2,1,8,,,1.1825366411358118,3
2,1,8,,,1.8208449091762304,3
2,1,8,,,1.1824200432747602,3
2,1,8,,,1.8533030524849892,3
2,1,8,,,1.398378198966384,3
2,1,8,,,1.0880707260221243,3
2,1,8,,,1.6896850187331438,3
2,1,8,,,1.1320563219487667,3
2,1,8,,,1.8736236430704594,3
2,1,8,,,1.8193719293922186,3
2,1,8,,,1.8267361260950565,3
2,1,8,,,1.1990837845951319,3
2,1,8,,,1.30825350061059,3
2,1,8,,,0.9573315531015396,3
2,1,8,,,1.6685527320951223,3
2,1,8,,,1.8038534950464964,3
2,1,8,,,1.6813002303242683,3
2,1,8,,,1.1827007476240396,3
2,1,8,,,1.8112474046647549,3
2,1,8,,,1.6391155309975147,3
2,1,8,,,1.7006726786494255,3
2,1,8,,,1.133908087387681,3
2,1,8,,,1.805653253570199,3
2,1,8,,,1.8518735002726316,3
2,1,8,,,1.6710084695369005,3
2,1,8,,,1.5971767585724592,3
2,1,8,,,1.5479820687323809,3
2,1,8,,,1.830229464918375,3
2,1,8,,,1.545660749077797,3
2,1,8,,,1.8177055399864912,3
2,1,8,,,1.8236198779195547,3
2,1,8,,,1.7121553421020508,3
2,1,8,,,1.1897366270422935,3
2,1,8,,,0.9823410995304585,3
2,1,8,,,1.8293572347611189,3
2,1,8,,,1.4766684100031853,3
2,1,8,,,1.6074418760836124,3
2,1,8,,,1.5492574833333492,3
2,1,8,,,1.8514737393707037,3
2,1,8,,,1.8435398284345865,3
2,1,8,,,1.6309110280126333,3
2,1,8,,,1.878265343606472,3
2,1,8,,,1.5265266858041286,3
2,1,8,,,1.858133653178811,3
2,1,8,,,1.4689437076449394,3
2,1,8,,,0.881986828520894,3
2,1,8,,,1.2198332156985998,3
2,1,8,,,1.20888527110219,3
2,1,8,,,0.9217382948845625,3
2,1,8,,,0.9550340957939625,3
2,1,8,,,1.2215341441333294,3
2,1,8,,,0.9656034409999847,3
2,1,8,,,0.9606539029628038,3
2,1,8,,,1.1750317681580782,3
2,1,8,,,1.017751656472683,3
2,1,8,,,1.1214328706264496,3
2,1,8,,,0.9610898159444332,3
2,1,8,,,0.9652092680335045,3
2,1,8,,,1.1964377202093601,3
2,1,8,,,0.9513251036405563,3
2,1,8,,,0.9386911131441593,3
2,1,8,,,1.033874049782753,3
2,1,8,,,0.9493235480040312,3
2,1,8,,,1.4575454313308,3
2,1,8,,,0.965342815965414,3
2,1,8,,,0.9372183214873075,3
2,1,8,,,1.4020513109862804,3
2,1,8,,,1.0762183330953121,3
2,1,8,,,1.7970826532691717,3
2,1,9,,,3.4541369508951902,3
2,1,9,,,1.857229370623827,3
2,1,9,,,1.8674608059227467,3
2,1,9,,,1.61924116499722,3
2,1,9,,,1.5208366569131613,3
2,1,9,,,1.8538217041641474,3
2,1,9,,,1.8293339908123016,3
2,1,9,,,1.2205189131200314,3
2,1,9,,,1.817588834092021,3
2,1,9,,,1.241660112515092,3
2,1,9,,,1.8356195632368326,3
2,1,9,,,1.437132392078638,3
2,1,9,,,1.0988596975803375,3
2,1,9,,,1.6966195814311504,3
2,1,9,,,1.1365636587142944,3
2,1,9,,,1.8326276801526546,3
2,1,9,,,1.8441759087145329,3
2,1,9,,,1.8356655482202768,3
2,1,9,,,1.254607416689396,3
2,1,9,,,1.3040853887796402,3
2,1,9,,,0.9892958756536245,3
2,1,9,,,1.6600207705050707,3
2,1,9,,,1.824233764782548,3
2,1,9,,,1.6726216487586498,3
2,1,9,,,1.2509640660136938,3
2,1,9,,,1.8276905324310064,3
2,1,9,,,1.6533227879554033,3
2,1,9,,,1.7345786970108747,3
2,1,9,,,1.1741577554494143,3
2,1,9,,,1.8231510426849127,3
2,1,9,,,1.8729940857738256,3
2,1,9,,,1.6564164645969868,3
2,1,9,,,1.5793607905507088,3
2,1,9,,,1.499213756993413,3
2,1,9,,,1.8395103085786104,3
2,1,9,,,1.5086446590721607,3
2,1,9,,,1.8411873150616884,3
2,1,9,,,1.856898833066225,3
2,1,9,,,1.7116651684045792,3
2,1,9,,,1.2512916158884764,3
2,1,9,,,0.9624067954719067,3
2,1,9,,,1.811295060440898,3
2,1,9,,,1.479911932721734,3
2,1,9,,,1.5926647242158651,3
2,1,9,,,1.5198940988630056,3
2,1,9,,,1.8269082680344582,3
2,1,9,,,1.8521034270524979,3
2,1,9,,,1.6043814960867167,3
2,1,9,,,1.8221949078142643,3
2,1,9,,,1.4539747647941113,3
2,1,9,,,1.8324035480618477,3
2,1,9,,,1.4325848873704672,3
2,1,9,,,0.8629610501229763,3
2,1,9,,,1.2368148770183325,3
2,1,9,,,1.228515213355422,3
2,1,9,,,0.9492194931954145,3
2,1,9,,,0.9275187756866217,3
2,1,9,,,1.2296048365533352,3
2,1,9,,,0.9931950476020575,3
2,1,9,,,0.9156740996986628,3
2,1,9,,,1.2206637468189,3
2,1,9,,,1.0375883728265762,3
2,1,9,,,1.1308645196259022,3
2,1,9,,,0.9637886062264442,3
2,1,9,,,0.9497907795011997,3
2,1,9,,,1.228331670165062,3
2,1,9,,,0.9667703118175268,3
2,1,9,,,0.9614872336387634,3
2,1,9,,,1.0470789223909378,3
2,1,9,,,0.9762853160500526,3
2,1,9,,,1.4020818006247282,3
2,1,9,,,0.9980576038360596,3
2,1,9,,,0.9351840522140265,3
2,1,9,,,1.408960323780775,3
2,1,9,,,1.1181895192712545,3
2,1,9,,,1.7483716942369938,3
2,1,10,,,3.2595892008394003,3
2,1,10,,,1.8425133135169744,3
2,1,10,,,1.865065984427929,3
2,1,10,,,1.6884255707263947,3
2,1,10,,,1.4923161566257477,3
2,1,10,,,1.8073503114283085,3
2,1,10,,,1.8533733896911144,3
2,1,10,,,1.2619240954518318,3
2,1,10,,,1.8598542977124453,3
2,1,10,,,1.2665440924465656,3
2,1,10,,,1.8589402101933956,3
2,1,10,,,1.4622293505817652,3
2,1,10,,,1.1663327906280756,3
2,1,10,,,1.7632049787789583,3
2,1,10,,,1.2360799219459295,3
2,1,10,,,1.8987301364541054,3
2,1,10,,,1.8898467365652323,3
2,1,10,,,1.8435764499008656,3
2,1,10,,,1.2785080187022686,3
2,1,10,,,1.2759209610521793,3
2,1,10,,,1.0228441637009382,3
2,1,10,,,1.7334272619336843,3
2,1,10,,,1.8494896367192268,3
2,1,10,,,1.6668244320899248,3
2,1,10,,,1.2836488746106625,3
2,1,10,,,1.8445636127144098,3
2,1,10,,,1.6579335667192936,3
2,1,10,,,1.6780315693467855,3
2,1,10,,,1.188954260200262,3
2,1,10,,,1.8597474806010723,3
2,1,10,,,1.8722957391291857,3
2,1,10,,,1.6687987223267555,3
2,1,10,,,1.5463053081184626,3
2,1,10,,,1.4667271748185158,3
2,1,10,,,1.8269594367593527,3
2,1,10,,,1.4533983245491982,3
2,1,10,,,1.8417059630155563,3
2,1,10,,,1.8371522594243288,3
2,1,10,,,1.6971522383391857,3
2,1,10,,,1.2503397222608328,3
2,1,10,,,0.979180509224534,3
2,1,10,,,1.8458751048892736,3
2,1,10,,,1.4778221882879734,3
2,1,10,,,1.6725436374545097,3
2,1,10,,,1.4569127634167671,3
2,1,10,,,1.8593356646597385,3
2,1,10,,,1.8658661134541035,3
2,1,10,,,1.7019442711025476,3
2,1,10,,,1.8896693866699934,3
2,1,10,,,1.4457084480673075,3
2,1,10,,,1.870322735980153,3
2,1,10,,,1.3577970713377,3
2,1,10,,,0.8735969606786966,3
2,1,10,,,1.2802743222564459,3
2,1,10,,,1.291031314060092,3
2,1,10,,,0.904841223731637,3
2,1,10,,,0.9736794792115688,3
2,1,10,,,1.2681551650166512,3
2,1,10,,,0.9941671267151833,3
2,1,10,,,0.8961037248373032,3
2,1,10,,,1.2493928857147694,3
2,1,10,,,1.033350482583046,3
2,1,10,,,1.1819884572178125,3
2,1,10,,,1.0199280343949795,3
2,1,10,,,0.9652306158095598,3
2,1,10,,,1.2343064565211535,3
2,1,10,,,0.9374268278479576,3
2,1,10,,,0.9914270509034395,3
2,1,10,,,1.0818901602178812,3
2,1,10,,,0.9843988232314587,3
2,1,10,,,1.3602306824177504,3
2,1,10,,,0.9893672671169043,3
2,1,10,,,1.0142655055969954,3
2,1,10,,,1.3663770109415054,3
2,1,10,,,1.151388008147478,3
2,1,10,,,1.8242926727980375,3
2,1,,0.1,,3.0142413936555386,3
2,1,,0.1,,1.4300585556775331,3
2,1,,0.1,,1.3645227029919624,3
2,1,,0.1,,1.2419859431684017,3
2,1,,0.1,,1.3714748416095972,3
2,1,,0.1,,1.4551088158041239,3
2,1,,0.1,,1.3915478568524122,3
2,1,,0.1,,0.8064724635332823,3
2,1,,0.1,,1.373063227161765,3
2,1,,0.1,,0.7478699795901775,3
2,1,,0.1,,1.4326190762221813,3
2,1,,0.1,,0.9807149395346642,3
2,1,,0.1,,0.7893919851630926,3
2,1,,0.1,,1.4128808192908764,3
2,1,,0.1,,0.7228800561279058,3
2,1,,0.1,,1.430405905470252,3
2,1,,0.1,,1.4355755224823952,3
2,1,,0.1,,1.4237323515117168,3
2,1,,0.1,,0.763452673330903,3
2,1,,0.1,,1.1112791579216719,3
2,1,,0.1,,0.6854803301393986,3
2,1,,0.1,,1.4103467967361212,3
2,1,,0.1,,1.3978598527610302,3
2,1,,0.1,,1.3897934444248676,3
2,1,,0.1,,0.8132412564009428,3
2,1,,0.1,,1.4250363633036613,3
2,1,,0.1,,1.2001778818666935,3
2,1,,0.1,,1.3646705653518438,3
2,1,,0.1,,0.746786730363965,3
2,1,,0.1,,1.4679298754781485,3
2,1,,0.1,,1.3698994368314743,3
2,1,,0.1,,1.2943071704357862,3
2,1,,0.1,,1.4065607003867626,3
2,1,,0.1,,1.324046391993761,3
2,1,,0.1,,1.454348012804985,3
2,1,,0.1,,1.2886914797127247,3
2,1,,0.1,,1.4077111687511206,3
2,1,,0.1,,1.3810583408921957,3
2,1,,0.1,,1.3787145912647247,3
2,1,,0.1,,0.7226828001439571,3
2,1,,0.1,,0.6573802158236504,3
2,1,,0.1,,1.463874701410532,3
2,1,,0.1,,1.1870940122753382,3
2,1,,0.1,,1.222722139209509,3
2,1,,0.1,,1.299420665949583,3
2,1,,0.1,,1.4484445210546255,3
2,1,,0.1,,1.393040219321847,3
2,1,,0.1,,1.221842896193266,3
2,1,,0.1,,1.3979830015450716,3
2,1,,0.1,,1.1972875036299229,3
2,1,,0.1,,1.4141265787184238,3
2,1,,0.1,,1.3047446683049202,3
2,1,,0.1,,0.644607312977314,3
2,1,,0.1,,0.7549268379807472,3
2,1,,0.1,,0.7182635776698589,3
2,1,,0.1,,0.6494512539356947,3
2,1,,0.1,,0.6927313040941954,3
2,1,,0.1,,0.7591487895697355,3
2,1,,0.1,,0.7258198391646147,3
2,1,,0.1,,0.6230616848915815,3
2,1,,0.1,,0.7167371809482574,3
2,1,,0.1,,0.7450569272041321,3
2,1,,0.1,,0.6916884854435921,3
2,1,,0.1,,0.7533535324037075,3
2,1,,0.1,,0.6561454683542252,3
2,1,,0.1,,0.7248121034353971,3
2,1,,0.1,,0.6632085517048836,3
2,1,,0.1,,0.6741805393248796,3
2,1,,0.1,,0.6728139035403728,3
2,1,,0.1,,0.6697567291557789,3
2,1,,0.1,,1.2750970087945461,3
2,1,,0.1,,0.7158369198441505,3
2,1,,0.1,,0.679250705987215,3
2,1,,0.1,,1.0826443638652563,3
2,1,,0.1,,0.650163684040308,3
2,1,,0.1,,1.4222544636577368,3
2,1,,0.4,,3.6066502276808023,3
2,1,,0.4,,2.163244754076004,3
2,1,,0.4,,2.100933076813817,3
2,1,,0.4,,1.8897339198738337,3
2,1,,0.4,,1.5349813401699066,3
2,1,,0.4,,2.087560011073947,3
2,1,,0.4,,1.9830913171172142,3
2,1,,0.4,,1.365603705868125,3
2,1,,0.4,,2.0449757296591997,3
2,1,,0.4,,1.2345338612794876,3
2,1,,0.4,,2.144289953634143,3
2,1,,0.4,,1.583163207396865,3
2,1,,0.4,,1.2525789346545935,3
2,1,,0.4,,2.019866047427058,3
2,1,,0.4,,1.2061106357723475,3
2,1,,0.4,,2.14698501303792,3
2,1,,0.4,,2.038012934848666,3
2,1,,0.4,,2.0341595131903887,3
2,1,,0.4,,1.2795510720461607,3
2,1,,0.4,,1.2775518111884594,3
2,1,,0.4,,0.9944975282996893,3
2,1,,0.4,,2.0305239148437977,3
2,1,,0.4,,2.068795258179307,3
2,1,,0.4,,1.8005047850310802,3
2,1,,0.4,,1.3573492094874382,3
2,1,,0.4,,2.023467967286706,3
2,1,,0.4,,1.871264435350895,3
2,1,,0.4,,1.8797854334115982,3
2,1,,0.4,,1.2319638933986425,3
2,1,,0.4,,2.1771389693021774,3
2,1,,0.4,,2.0640832632780075,3
2,1,,0.4,,1.7710255049169064,3
2,1,,0.4,,1.6748383231461048,3
2,1,,0.4,,1.6232106424868107,3
2,1,,0.4,,2.2418183106929064,3
2,1,,0.4,,1.5398578103631735,3
2,1,,0.4,,1.984430093318224,3
2,1,,0.4,,2.0412831604480743,3
2,1,,0.4,,1.921682195737958,3
2,1,,0.4,,1.2619614601135254,3
2,1,,0.4,,0.9679901152849197,3
2,1,,0.4,,2.2458162643015385,3
2,1,,0.4,,1.874555418267846,3
2,1,,0.4,,1.7759757153689861,3
2,1,,0.4,,1.573442179709673,3
2,1,,0.4,,2.144047960639,3
2,1,,0.4,,2.0130415558815002,3
2,1,,0.4,,1.8066667206585407,3
2,1,,0.4,,2.0341160148382187,3
2,1,,0.4,,1.6400288473814726,3
2,1,,0.4,,2.0409946404397488,3
2,1,,0.4,,1.4665548391640186,3
2,1,,0.4,,0.7157460357993841,3
2,1,,0.4,,1.1688227858394384,3
2,1,,0.4,,1.245325619354844,3
2,1,,0.4,,0.7875055279582739,3
2,1,,0.4,,0.8438909873366356,3
2,1,,0.4,,1.340951206162572,3
2,1,,0.4,,0.9675109758973122,3
2,1,,0.4,,0.7106232345104218,3
2,1,,0.4,,1.1359603088349104,3
2,1,,0.4,,0.9563082382082939,3
2,1,,0.4,,1.17665371671319,3
2,1,,0.4,,1.0746886562556028,3
2,1,,0.4,,0.8447922673076391,3
2,1,,0.4,,1.2372915279120207,3
2,1,,0.4,,0.7734665218740702,3
2,1,,0.4,,0.8959214072674513,3
2,1,,0.4,,1.0412703435868025,3
2,1,,0.4,,0.9483119789510965,3
2,1,,0.4,,1.463712677359581,3
2,1,,0.4,,0.9963909704238176,3
2,1,,0.4,,0.9153813719749451,3
2,1,,0.4,,1.4270614441484213,3
2,1,,0.4,,0.9041758570820093,3
2,1,,0.4,,2.1292437445372343,3
2,1,,0.2,,3.045576410368085,3
2,1,,0.2,,1.6674946136772633,3
2,1,,0.2,,1.5414848010987043,3
2,1,,0.2,,1.473195806145668,3
2,1,,0.2,,1.3520441893488169,3
2,1,,0.2,,1.6641187630593777,3
2,1,,0.2,,1.523023271933198,3
2,1,,0.2,,0.9228457491844893,3
2,1,,0.2,,1.626959890127182,3
2,1,,0.2,,0.9130926690995693,3
2,1,,0.2,,1.6657169070094824,3
2,1,,0.2,,1.182761574164033,3
2,1,,0.2,,0.8925552684813738,3
2,1,,0.2,,1.5649755001068115,3
2,1,,0.2,,0.8692213818430901,3
2,1,,0.2,,1.672240586951375,3
2,1,,0.2,,1.597644042223692,3
2,1,,0.2,,1.6554845478385687,3
2,1,,0.2,,0.9441952519118786,3
2,1,,0.2,,1.1749662682414055,3
2,1,,0.2,,0.7630094550549984,3
2,1,,0.2,,1.60024943202734,3
2,1,,0.2,,1.6302622966468334,3
2,1,,0.2,,1.4574165605008602,3
2,1,,0.2,,0.944779934361577,3
2,1,,0.2,,1.600526137277484,3
2,1,,0.2,,1.4105084966868162,3
2,1,,0.2,,1.5101005379110575,3
2,1,,0.2,,0.8669039458036423,3
2,1,,0.2,,1.6860302817076445,3
2,1,,0.2,,1.6568922773003578,3
2,1,,0.2,,1.4615737553685904,3
2,1,,0.2,,1.4991388134658337,3
2,1,,0.2,,1.4380844794213772,3
2,1,,0.2,,1.7629794236272573,3
2,1,,0.2,,1.4055327102541924,3
2,1,,0.2,,1.6133359633386135,3
2,1,,0.2,,1.6545130126178265,3
2,1,,0.2,,1.5050393510609865,3
2,1,,0.2,,0.9296170435845852,3
2,1,,0.2,,0.7581656668335199,3
2,1,,0.2,,1.767802594229579,3
2,1,,0.2,,1.4336897116154432,3
2,1,,0.2,,1.3967057708650827,3
2,1,,0.2,,1.408157479017973,3
2,1,,0.2,,1.715670259669423,3
2,1,,0.2,,1.6214581169188023,3
2,1,,0.2,,1.4417944308370352,3
2,1,,0.2,,1.6591184884309769,3
2,1,,0.2,,1.3471774645149708,3
2,1,,0.2,,1.6901206485927105,3
2,1,,0.2,,1.3506360203027725,3
2,1,,0.2,,0.6870583407580853,3
2,1,,0.2,,0.9469402749091387,3
2,1,,0.2,,0.9746314771473408,3
2,1,,0.2,,0.6844268571585417,3
2,1,,0.2,,0.7492747846990824,3
2,1,,0.2,,0.9502570889890194,3
2,1,,0.2,,0.7638709209859371,3
2,1,,0.2,,0.651869872584939,3
2,1,,0.2,,0.8425794746726751,3
2,1,,0.2,,0.7866730075329542,3
2,1,,0.2,,0.8721306417137384,3
2,1,,0.2,,0.8077391274273396,3
2,1,,0.2,,0.7109813764691353,3
2,1,,0.2,,0.893766637891531,3
2,1,,0.2,,0.6192965656518936,3
2,1,,0.2,,0.760481882840395,3
2,1,,0.2,,0.7898709028959274,3
2,1,,0.2,,0.7387393992394209,3
2,1,,0.2,,1.3536407239735126,3
2,1,,0.2,,0.7493949830532074,3
2,1,,0.2,,0.7639853991568089,3
2,1,,0.2,,1.1878461111336946,3
2,1,,0.2,,0.7179862782359123,3
2,1,,0.2,,1.640897998586297,3
2,1,,0.3,,3.294820923358202,3
2,1,,0.3,,1.8758471570909023,3
2,1,,0.3,,1.7614128962159157,3
2,1,,0.3,,1.6782405134290457,3
2,1,,0.3,,1.4402611590921879,3
2,1,,0.3,,1.8715793006122112,3
2,1,,0.3,,1.7280828393995762,3
2,1,,0.3,,1.2079566027969122,3
2,1,,0.3,,1.7609434854239225,3
2,1,,0.3,,1.0190670304000378,3
2,1,,0.3,,1.8976528886705637,3
2,1,,0.3,,1.3372616283595562,3
2,1,,0.3,,1.0873370617628098,3
2,1,,0.3,,1.7726867366582155,3
2,1,,0.3,,1.0466280728578568,3
2,1,,0.3,,1.8895145673304796,3
2,1,,0.3,,1.823357144370675,3
2,1,,0.3,,1.826704191043973,3
2,1,,0.3,,1.0735363997519016,3
2,1,,0.3,,1.2781980596482754,3
2,1,,0.3,,0.8944631759077311,3
2,1,,0.3,,1.8160096853971481,3
2,1,,0.3,,1.8590741567313671,3
2,1,,0.3,,1.6304328087717295,3
2,1,,0.3,,1.1507344953715801,3
2,1,,0.3,,1.8133340924978256,3
2,1,,0.3,,1.5871275961399078,3
